0.011526,-0.200056,-0.012168,0.176448
0.011615,-0.200057,-0.012288,0.177068
0.011888,-0.200061,-0.012657,0.178977
0.012018,-0.200062,-0.012832,0.179868
0.012126,-0.200064,-0.012977,0.180604
0.01244,-0.200068,-0.0134,0.182741
0.012548,-0.200069,-0.013547,0.183471
0.012632,-0.20007,-0.01366,0.18403
0.012979,-0.200075,-0.014128,0.186337
0.013059,-0.200076,-0.014236,0.186863
0.013366,-0.200081,-0.01465,0.188867
0.013477,-0.200082,-0.0148,0.189583
0.013567,-0.200084,-0.014921,0.190159
0.013855,-0.200088,-0.015309,0.191999
0.01394,-0.200089,-0.015424,0.192535
0.014252,-0.200094,-0.015845,0.194499
0.014372,-0.200096,-0.016006,0.19524
0.014661,-0.200101,-0.016396,0.197028
0.014749,-0.200102,-0.016514,0.197565
0.01505,-0.200107,-0.016921,0.199401
0.015159,-0.200109,-0.017067,0.200056
0.015309,-0.200111,-0.017269,0.200956
0.015698,-0.200118,-0.017795,0.203279
0.016002,-0.200124,-0.018205,0.205069
0.016216,-0.200127,-0.018493,0.206308
0.016595,-0.200134,-0.019005,0.2085
0.016753,-0.200137,-0.019218,0.2094
0.017115,-0.200144,-0.019705,0.211447
0.017224,-0.200147,-0.019852,0.212058
0.017383,-0.20015,-0.020067,0.212944
0.017513,-0.200152,-0.020242,0.213665
0.017702,-0.200156,-0.020498,0.214711
0.017953,-0.200161,-0.020836,0.216088
0.018279,-0.200168,-0.021275,0.217859
0.018394,-0.200171,-0.02143,0.218478
0.018727,-0.200178,-0.02188,0.22027
0.018847,-0.20018,-0.022041,0.220903
0.019748,-0.2002,-0.023257,0.225672
0.019895,-0.200204,-0.023455,0.22643
0.02034,-0.200214,-0.024056,0.228713
0.020455,-0.200217,-0.02421,0.22929
0.020807,-0.200225,-0.024686,0.231069
0.020923,-0.200228,-0.024841,0.231646
0.021041,-0.200231,-0.025001,0.232235
0.021417,-0.20024,-0.025508,0.234098
0.021537,-0.200244,-0.02567,0.234689
0.021885,-0.200252,-0.026139,0.236391
0.022027,-0.200256,-0.026331,0.23708
0.022275,-0.200263,-0.026666,0.238278
0.02252,-0.200269,-0.026996,0.239452
0.022872,-0.200279,-0.02747,0.241129
0.02306,-0.200284,-0.027725,0.242019
0.023422,-0.200294,-0.028212,0.243718
0.023636,-0.2003,-0.028501,0.244713
0.023771,-0.200304,-0.028684,0.245342
0.023937,-0.200309,-0.028908,0.246108
0.024358,-0.200321,-0.029476,0.248044
0.024561,-0.200327,-0.029749,0.248966
0.02478,-0.200333,-0.030044,0.249956
0.024905,-0.200337,-0.030214,0.250522
0.025271,-0.200348,-0.030707,0.252164
0.025435,-0.200353,-0.030928,0.252891
0.025843,-0.200366,-0.031479,0.254702
0.025988,-0.20037,-0.031674,0.255338
0.026399,-0.200383,-0.032229,0.257138
0.02659,-0.20039,-0.032486,0.257964
0.026928,-0.200401,-0.032942,0.259423
0.027111,-0.200407,-0.033189,0.260208
0.02725,-0.200411,-0.033376,0.2608
0.027728,-0.200427,-0.034022,0.262836
0.028022,-0.200437,-0.034419,0.264074
0.02848,-0.200453,-0.035037,0.26599
0.028613,-0.200458,-0.035215,0.266538
0.029029,-0.200472,-0.035777,0.268256
0.029155,-0.200477,-0.035947,0.268774
0.029579,-0.200492,-0.03652,0.270506
0.029825,-0.200501,-0.036851,0.271501
0.030024,-0.200508,-0.037119,0.272301
0.030165,-0.200514,-0.03731,0.272869
0.030575,-0.200529,-0.037863,0.274508
